,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,streams,danceability,energy,key_y,loudness,mode_y,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature,collaboration,months_before_christmas
414,Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,242767149,32.5,75.9,8,-7.146,1,5.3,39.5,0.0362,7.729999999999999,36.0,126.627,166.453,4,0,1
415,Gone Girl,SZA,1,2022,12,9,65362788,42.9,43.8,5,-7.719,1,6.260000000000001,56.10000000000001,0.0,13.900000000000002,41.7,150.093,244.027,4,0,0
416,F2F,SZA,1,2022,12,9,67540165,53.3,74.0,2,-5.767,1,3.5900000000000003,8.9,0.000295,33.7,46.5,89.934,185.04,4,0,0
417,Notice Me,SZA,1,2022,12,9,62019074,72.39999999999999,68.0,5,-6.822,1,11.7,27.500000000000004,0.00991,11.0,77.7,159.919,160.92000000000002,4,0,0
418,Merry Christmas,"Ed Sheeran, Elton John",2,2017,11,10,135723538,59.4,93.5,0,-2.018,1,3.5700000000000003,24.3,0.000236,10.2,60.2,113.99,208.547,4,1,1
419,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,295998468,72.39999999999999,27.6,7,-12.25,1,5.99,76.0,0.0,11.6,71.8,112.874,155.933,4,1,11
420,My Only Wish (This Year),Britney Spears,1,2000,11,7,261116938,66.9,84.3,0,-3.766,1,2.68,16.900000000000002,0.0,19.5,70.19999999999999,147.08,255.4,4,0,1
421,Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,136689549,70.0,58.9,11,-9.974,0,2.81,2.97,0.0014,9.87,91.5,100.014,240.125,4,1,1
422,Wild Flower (with youjeen),RM,1,2022,12,2,135611421,48.6,76.6,8,-5.821,1,9.38,2.82,0.0,12.3,41.7,154.992,273.5,4,0,0
423,I Hate U,SZA,1,2021,12,3,356709897,53.3,41.7,7,-8.665,0,14.8,51.4,0.0,11.4,37.6,106.534,173.907,5,0,0
424,Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,110649992,80.4,53.900000000000006,7,-5.949,0,3.91,9.72,0.0,34.7,12.0,111.975,188.587,4,1,0
425,SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,301869854,73.0,78.5,8,-6.512,1,5.54,4.64,2.16,11.1,64.9,94.094,147.875,4,0,2
426,Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,127027715,69.39999999999999,36.4,6,-10.909,0,3.94,80.2,0.00418,7.739999999999999,96.1,106.74,69.44,4,0,11
427,Smoking on my Ex Pack,SZA,1,2022,12,9,57144458,46.6,67.60000000000001,8,-8.097,1,38.0,24.1,0.318,22.4,33.300000000000004,81.227,83.827,4,0,0
428,Conceited,SZA,1,2022,12,9,56870689,79.10000000000001,45.8,1,-8.236,1,6.73,4.859999999999999,0.00408,10.6,77.2,150.046,151.413,4,0,0
429,Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,323437194,66.4,39.900000000000006,6,-10.997,0,3.49,79.7,0.000313,10.5,26.5,109.937,229.943,4,1,2
430,Maroon,Taylor Swift,1,2022,10,21,317726339,65.5,38.4,7,-8.29,1,3.49,6.34,0.000145,9.73,3.84,108.058,218.271,4,0,2
431,Bejeweled,Taylor Swift,1,2022,10,21,328207708,68.7,55.1,7,-9.202,1,7.870000000000001,5.93,0.0143,9.0,44.3,163.994,194.166,4,0,2
432,Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,608228647,79.5,68.4,11,-3.971,0,4.19,2.25,0.0,65.8,41.9,114.011,237.895,4,1,7
433,You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,180577478,63.5,87.0,2,-4.291,0,4.0,1.52,0.0,11.8,91.2,92.999,156.773,4,1,3
434,Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,809306935,86.9,69.39999999999999,1,-3.35,0,7.829999999999999,35.6,0.125,8.780000000000001,51.1,90.02,224.997,4,1,6
435,Too Late,SZA,1,2022,12,8,49262961,44.5,68.10000000000001,11,-7.558,1,8.290000000000001,78.10000000000001,0.0789,38.6,35.099999999999994,127.541,164.427,5,0,0
436,Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,614555082,82.89999999999999,79.9,9,-5.389,1,8.97,1.51,0.0542999999999999,24.2,47.1,97.013,227.629,4,1,7
437,Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,245350949,68.10000000000001,71.5,7,-10.609,0,9.12,81.2,0.0009429999999999,7.77,95.7,152.132,165.733,4,0,11
438,Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,178660459,51.1,34.0,8,-13.119,1,4.9,72.7,0.0,9.77,95.2,174.661,120.693,4,0,11
439,Far,SZA,1,2022,12,9,51641685,61.2,54.900000000000006,2,-7.401,1,8.33,67.2,0.0203,16.3,47.7,115.915,180.68,4,0,0
440,On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,78139948,35.8,60.1,5,-6.7,0,4.8,74.9,0.0407,31.3,49.7,82.513,168.92000000000002,3,1,0
441,Sacrifice,The Weeknd,1,2022,1,7,326792833,73.5,79.5,11,-6.523,0,11.3,2.96,0.00318,6.78,90.5,122.0,188.918,4,0,11
442,Is There Someone Else?,The Weeknd,1,2022,1,7,391251368,70.19999999999999,58.6,9,-7.83,0,3.1300000000000003,3.88,0.00727,15.6,60.8,134.951,199.111,4,0,11
443,Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,349585590,56.00000000000001,47.3,5,-7.23,1,5.33,61.8,0.0,31.0,44.1,109.414,175.345,4,1,11
444,Out of Time,The Weeknd,1,2022,1,7,339659802,65.0,76.0,0,-4.422,0,4.46,25.5,0.0,33.900000000000006,83.8,93.057,214.194,4,0,11
445,Do It To It,"Cherish, ACRAZE",2,2021,8,20,674772936,85.39999999999999,80.60000000000001,11,-8.262,0,8.86,2.09,5.42,7.03,63.7,124.927,157.89,4,1,4
446,We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,432719968,57.7,45.0,0,-8.516,0,8.34,35.7,0.0,11.1,83.0,205.863,216.12,4,1,1
447,Pepas,Farruko,1,2021,6,24,1309887447,76.2,76.6,7,-3.955,1,3.43,0.776,0.00698,12.8,44.2,130.001,287.12,4,0,6
448,How Do I Make You Love Me?,The Weeknd,1,2022,1,7,119238316,80.5,49.8,7,-7.927,0,7.37,2.03,0.00237,8.5,63.6,121.006,214.215,4,0,11
449,Gasoline,The Weeknd,1,2022,1,7,116903579,72.8,74.1,6,-7.075,0,4.73,0.0582,0.206,33.0,31.0,123.006,212.166,4,0,11
450,Infinity,Jaymes Young,1,2017,6,23,888046992,67.10000000000001,67.30000000000001,11,-6.941,0,4.44,14.8,0.0052899999999999,30.4,49.4,121.963,237.72,4,0,6
451,Less Than Zero,The Weeknd,1,2022,1,7,200660871,53.5,79.10000000000001,0,-5.55,1,3.27,0.096,0.0155,7.88,50.0,142.981,211.814,4,0,11
452,Take My Breath,The Weeknd,1,2021,8,6,130655803,69.8,76.9,8,-7.154,1,3.68,1.28,0.166,23.8,35.4,121.02,339.023,4,0,4
453,good 4 u,Olivia Rodrigo,1,2021,5,14,1887039593,56.3,66.4,9,-5.044,1,15.4,33.5,0.0,8.49,68.8,166.928,178.147,4,0,7
454,Best Friends,The Weeknd,1,2022,1,7,101114984,73.7,56.39999999999999,4,-7.045,0,10.5,43.6,0.0,35.099999999999994,52.8,90.0,163.504,4,0,11
455,Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,1575467011,76.4,70.5,8,-3.463,1,2.8400000000000003,25.9,0.00892,12.0,78.10000000000001,110.97,208.667,4,1,8
456,I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,91656026,73.6,84.8,9,-5.494,0,17.1,10.3,0.0,29.9,78.4,109.946,263.642,4,1,11
457,Need To Know,Doja Cat,1,2021,6,11,1042568408,66.4,60.9,1,-6.509,1,7.07,30.4,0.0,9.26,19.4,130.041,210.56,4,0,6
458,MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,1735441776,59.3,50.3,8,-6.725,0,22.0,29.3,0.0,40.5,71.0,178.781,137.704,4,0,3
459,love nwantiti (ah ah ah),Ckay,1,2019,7,26,726837877,72.7,73.9,8,-3.805,1,4.109999999999999,36.5,0.1369999999999999,16.1,53.3,93.005,145.8,4,0,5
460,Dawn FM,The Weeknd,1,2022,1,7,53933526,28.000000000000004,47.8,9,-8.755,0,3.7,67.4,0.00585,48.3,8.07,111.65,96.24,4,0,11
461,Surface Pressure,Jessica Darrow,1,2021,11,19,267758538,65.0,58.4,2,-8.286,1,30.7,1.7399999999999998,0.000154,4.2,37.0,180.088,202.227,4,0,1
462,Starry Eyes,The Weeknd,1,2022,1,7,74601456,30.9,41.8,9,-8.622,0,3.1,46.5,0.00758,29.5,14.6,134.23,148.0,4,0,11
463,THATS WHAT I WANT,Lil Nas X,1,2021,9,17,920797189,73.7,84.6,1,-4.51,0,22.0,0.614,0.0,4.859999999999999,54.6,87.981,143.901,4,0,3
464,One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,539595276,68.7,78.10000000000001,1,-4.806,1,5.3,3.61,0.0,7.55,68.8,97.014,193.507,4,1,1
465,Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,578207856,74.8,76.1,2,-6.621,1,10.2,12.2,0.000656,9.84,36.2,116.041,179.94,4,1,3
466,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,775542072,63.9,70.3,4,-6.33,0,7.939999999999999,8.89,0.000178,8.649999999999999,13.8,169.888,207.301,4,1,2
467,MONEY,Lisa,1,2021,9,10,863625566,83.1,55.400000000000006,1,-9.998,0,21.8,16.1,0.00612,15.2,39.6,140.026,168.228,4,0,3
468,Happier Than Ever,Billie Eilish,1,2021,7,30,1056760045,33.2,22.5,0,-8.697,1,3.4799999999999995,76.7,0.349,12.8,29.7,81.055,298.899,3,0,5
469,Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,611994237,55.3,65.9,8,-7.295,1,3.91,0.27,0.0,10.5,10.5,120.146,234.0,4,1,2
470,Toxic,BoyWithUke,1,2021,9,10,582981380,60.9,61.9,11,-5.677,1,31.1,74.9,0.0,26.4,68.89999999999999,179.71,168.067,4,0,3
471,drivers license,Olivia Rodrigo,1,2021,1,8,1858144199,56.10000000000001,43.1,10,-8.81,1,5.779999999999999,76.8,0.00142,10.6,13.7,143.875,242.013,4,0,11
472,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,583687007,63.1,51.8,0,-8.771,1,3.03,27.4,0.0,8.799999999999999,20.5,93.023,613.027,4,0,1
473,Oh My God,Adele,1,2021,11,19,466214729,53.400000000000006,72.5,1,-3.906,1,4.6,9.1,0.0,2.64,55.00000000000001,88.098,225.149,4,0,1
474,Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,236940480,70.0,43.8,5,-5.784,0,4.33,40.1,0.0,37.3,60.5,170.106,260.0,3,1,11
475,A Tale By Quincy,The Weeknd,1,2022,1,7,41924466,44.7,51.3,5,-8.67,0,12.7,67.9,0.00298,9.6,57.2,67.289,96.232,3,0,11
476,I AM WOMAN,Emmy Meli,1,2021,11,18,225259194,64.60000000000001,47.1,10,-9.247,1,15.7,12.2,0.0,12.5,45.5,170.084,232.813,4,0,1
477,It'll Be Okay,Shawn Mendes,1,2021,12,1,287201015,39.8,28.6,7,-11.881,1,3.3000000000000003,61.6,0.0146,9.12,6.660000000000001,78.262,222.8,4,0,0
478,Softcore,The Neighbourhood,1,2018,3,9,599770206,57.49999999999999,56.8,9,-5.509,0,3.0,4.84,0.0417,28.6,37.0,93.986,206.28,4,0,9
479,Super Gremlin,Kodak Black,1,2021,10,30,342779426,82.5,41.4,2,-6.634,1,14.4,0.265,0.0,35.7,10.6,72.993,200.548,4,0,2
480,Todo De Ti,Rauw Alejandro,1,2020,11,2,1168642797,78.0,71.89999999999999,3,-3.613,0,5.06,30.2,0.0196,9.31,33.6,127.962,199.604,4,0,1
481,Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,540539717,57.9,59.6,8,-4.823,1,5.609999999999999,43.6,9.38,5.489999999999999,44.3,119.9,188.369,3,1,4
482,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,383550148,62.7,61.8,2,-8.529,1,4.37,5.58,0.0,35.099999999999994,84.8,82.03,197.443,4,1,1
483,Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,530511203,77.3,47.0,2,-7.93,1,2.99,1.53,0.0193,8.51,39.900000000000006,94.995,162.68,4,1,9
484,Every Angel is Terrifying,The Weeknd,1,2022,1,7,37307967,44.7,95.9,0,-5.59,1,34.8,10.9,0.00275,4.98,46.0,118.167,167.256,4,0,11
485,Tacones Rojos,Sebastian Yatra,1,2021,10,22,510876816,74.6,84.39999999999999,11,-3.499,0,3.5900000000000003,6.2,0.0,14.9,93.4,123.014,189.333,4,0,2
486,Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,1445941661,67.7,69.6,0,-6.181,1,11.9,32.1,0.0,42.0,46.400000000000006,90.03,198.082,4,1,9
487,Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,1763363713,73.1,57.3,4,-10.059,0,5.44,40.1,0.00522,11.3,14.499999999999998,109.928,205.09,4,1,2
488,"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,374191487,65.7,82.1,8,-3.06,0,32.0,45.9,0.0,10.3,75.2,96.561,160.0,4,1,0
489,Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,2021,9,24,421040617,71.7,67.10000000000001,0,-5.077,0,3.37,0.18,0.000254,9.21,69.89999999999999,110.054,160.657,4,1,3
490,Life Goes On,Oliver Tree,1,2020,7,17,501541661,70.0,49.0,0,-5.187,1,7.6,18.6,0.0,11.7,56.89999999999999,79.982,161.803,4,0,5
491,Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,354065229,87.0,52.3,1,-8.052,0,6.02,43.3,0.00207,11.3,31.9,110.02,204.764,4,1,3
492,Butter,BTS,1,2021,5,21,1143647827,75.9,45.9,8,-5.187,1,9.48,0.3229999999999999,0.0,7.88,69.5,109.997,164.952,4,0,7
493,pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,311395144,77.3,42.2,1,-4.572,0,18.7,0.783,0.6930000000000001,12.9,48.8,77.502,136.267,1,1,11
494,You Right,"Doja Cat, The Weeknd",2,2021,6,24,672656250,82.8,62.1,8,-6.414,1,5.65,1.64,0.233,8.450000000000001,43.6,128.986,186.173,4,1,6
495,deja vu,Olivia Rodrigo,1,2021,4,1,1256880657,44.2,61.2,2,-7.222,1,11.2,58.4,0.00057,37.0,17.8,180.917,215.507,4,0,8
496,Dynamite,BTS,1,2020,8,21,1692897992,74.6,76.5,6,-4.41,0,9.93,1.12,0.0,9.36,73.7,114.044,199.054,4,0,4
497,TO THE MOON,Jnr Choi,1,2021,11,5,245095641,74.5,65.0,2,-11.814,1,34.599999999999994,4.51,0.758,11.1,38.6,144.047,152.137,4,0,1
498,Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,686734357,65.8,67.10000000000001,2,-12.21,1,3.64,9.28,0.0919,11.5,16.5,100.967,202.093,4,1,11
499,Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,261414174,66.9,62.8,2,-4.177,1,5.26,29.4,0.00183,12.4,78.4,83.803,177.857,4,1,2
500,Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,610045621,65.9,68.8,6,-4.649,1,6.73,20.7,0.0,11.3,63.2,153.979,273.474,4,1,5
501,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,1115880852,58.6,61.6,5,-7.964,1,3.24,18.2,0.0,9.27,71.89999999999999,148.088,242.096,4,1,9
502,Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,594482982,84.89999999999999,42.4,5,-9.579,0,32.4,6.35,0.0,8.34,15.3,145.887,242.966,4,1,3
503,Love Grows (Where My Rosemary Goes),Edison Lighthouse,1,1970,1,1,BPM110KeyAModeMajorDanceability53Valence75Energy69Acousticness7Instrumentalness0Liveness17Speechiness3,56.8,82.39999999999999,9,-4.613,1,2.99,40.3,0.0,8.55,75.3,108.625,174.76,4,0,11
504,The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,184937148,59.4,62.8,1,-6.345,1,35.9,12.0,0.0,5.82,55.60000000000001,141.391,257.213,4,1,1
505,Phantom Regret by Jim,The Weeknd,1,2022,1,7,31959571,39.4,51.9,9,-11.042,0,4.65,75.0,19.5,12.9,24.1,110.113,179.58,4,0,11
506,Dos Oruguitas,Sebastian Yatra,1,2021,11,19,167076418,42.3,35.5,0,-10.565,1,4.54,76.1,0.0,9.15,46.5,93.788,214.613,4,0,1
507,Freaks,Surf Curse,1,2015,5,10,824420218,34.5,94.1,9,-9.918,1,4.66,0.0038399999999999,63.3,5.11,40.7,179.626,147.062,4,0,7
508,Acapulco,Jason Derulo,1,2021,9,1,363467642,77.0,79.9,10,-4.218,1,5.12,3.51,0.0,14.099999999999998,46.5,122.091,139.672,4,0,3
509,Daddy Issues,The Neighbourhood,1,2015,10,30,1127468248,58.8,52.1,10,-9.461,1,3.29,6.78,14.9,12.3,33.7,85.012,260.173,4,0,2
510,thought i was playing,"21 Savage, Gunna",2,2022,1,7,60680939,67.9,73.0,1,-7.483,1,6.890000000000001,0.421,0.0,7.359999999999999,29.2,148.038,167.84,4,1,11
511,ELEVEN,IVE,1,2021,12,1,247737946,82.8,73.1,9,-3.033,1,11.1,6.17,0.0,4.8,58.7,119.978,178.453,4,0,0
512,Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,1699402402,70.1,71.6,7,-3.671,0,3.61,17.4,0.0,32.4,73.2,91.007,140.53300000000002,4,1,5
513,What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,154797871,71.8,70.89999999999999,4,-5.568,1,3.9,25.8,0.0,10.1,54.0,119.974,179.427,4,1,1
514,DANCE CRIP,Trueno,1,2021,11,17,198883004,85.7,76.6,0,-3.699,1,9.78,10.8,0.0,8.17,86.4,106.024,165.019,4,0,1
515,Miserable Man,David Kushner,1,2022,1,7,124407432,63.1,34.8,10,-10.285,1,3.43,92.6,0.00887,29.5,32.0,110.019,232.992,4,0,11
516,happier,Olivia Rodrigo,1,2021,5,21,850608354,39.5,44.3,6,-9.72,1,13.3,76.5,0.000967,8.39,33.800000000000004,168.924,175.933,3,0,7
517,Praise God,Kanye West,1,2021,8,29,376333030,79.80000000000001,54.50000000000001,1,-6.466,1,16.8,0.904,0.00948,25.8,21.2,118.029,226.653,4,0,4
518,Get Into It (Yuh),Doja Cat,1,2021,6,25,516784627,91.2,65.5,8,-6.029,0,16.2,31.5,0.00339,8.94,79.3,91.942,138.293,4,0,6
519,Before You Go,Lewis Capaldi,1,2019,11,1,1608045237,45.9,57.4,3,-4.857,1,5.7700000000000005,60.8,0.0,8.85,18.3,111.881,215.107,4,0,1
520,Sky,Playboi Carti,1,2020,12,25,506778838,78.5,90.3,2,-4.184,1,21.0,25.8,0.0,16.900000000000002,56.49999999999999,139.98,193.234,4,0,0
521,Rolling in the Deep,Adele,1,2010,11,29,1472799873,73.0,76.9,8,-5.114,1,2.98,13.8,0.0,4.73,50.7,104.948,228.093,4,0,1
522,Sobrio,Maluma,1,2021,7,8,513643924,76.2,77.0,5,-2.758,1,22.3,13.8,0.0,15.0,63.1,177.998,201.181,4,0,5
523,Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,261286503,95.6,41.7,7,-7.892,0,9.26,57.2,0.071,7.82,71.39999999999999,108.015,187.111,4,1,0
524,favorite crime,Olivia Rodrigo,1,2021,5,21,783706581,36.9,27.200000000000003,9,-10.497,1,3.64,86.6,0.0,14.7,21.8,172.929,152.667,4,0,7
525,Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,422691058,67.0,89.60000000000001,1,-4.673,1,5.800000000000001,3.42,0.00321,34.4,40.3,101.216,160.0,3,1,7
526,positions,Ariana Grande,1,2020,10,23,1252563873,73.7,80.2,0,-4.771,1,8.780000000000001,46.8,0.0,9.31,68.2,144.015,172.32500000000002,4,0,2
527,The Feels,TWICE,1,2021,10,1,345903614,80.80000000000001,90.3,9,-2.179,1,7.290000000000001,8.99,0.0,8.16,92.2,120.044,198.053,4,0,2
528,HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,951637566,44.9,46.5,0,-8.964,1,7.91,52.400000000000006,0.000102,30.3,54.3,89.087,198.371,3,0,10
529,No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,956865266,74.2,88.2,7,-2.862,1,11.7,4.66,0.0,20.6,46.3,102.04,221.176,4,1,1
530,OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,427486004,78.7,83.3,8,-4.403,1,4.78,1.7999999999999998,0.747,3.74,79.60000000000001,123.97,162.604,4,1,4
531,Pope Is a Rockstar,SALES,1,2016,4,20,156658366,72.5,44.6,4,-8.958,0,2.87,85.0,24.3,10.7,31.1,90.024,187.333,4,0,8
532,2055,Sleepy hallow,1,2021,4,14,624515457,82.89999999999999,51.2,6,-5.865,0,18.7,49.2,0.0,12.0,63.8,80.511,123.987,4,0,8
533,Bored,Billie Eilish,1,2017,3,30,777765388,61.4,31.8,7,-12.695,1,4.78,89.60000000000001,0.239,7.95,11.2,119.959,180.933,4,0,9
534,Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,412795151,33.4,59.9,0,-5.742,1,3.65,4.68,0.0392,20.5,12.7,161.74,151.44400000000002,3,0,5
535,Astronaut In The Ocean,Masked Wolf,1,2019,1,1,1138474110,77.8,69.5,4,-6.865,0,9.13,17.5,0.0,15.0,47.2,149.996,132.78,4,0,11
536,Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,355219175,75.9,84.2,8,-3.758,1,9.6,10.1,0.0,13.4,58.4,105.059,263.253,4,1,3
537,Every Summertime,NIKI,1,2021,8,10,290228626,62.8,67.60000000000001,6,-4.227,1,4.24,39.3,0.00694,9.78,72.3,78.996,215.687,4,0,4
538,Talking To The Moon,Bruno Mars,1,2010,10,4,1062956628,49.8,59.0,1,-4.721,0,3.2,51.1,0.0,10.7,7.84,145.867,217.867,4,0,2
539,you broke me first,Tate McRae,1,2020,4,17,1180094974,66.0,37.9,4,-9.357,1,5.43,79.80000000000001,0.0,9.13,7.62,124.027,170.227,4,0,8
540,The Nights,Avicii,1,2014,1,1,1456081449,52.7,83.5,6,-5.298,1,4.33,1.66,0.0,24.9,65.4,125.983,176.65800000000002,4,0,11
541,Take My Breath,The Weeknd,1,2021,8,6,432702334,69.8,76.9,8,-7.154,1,3.68,1.28,0.166,23.8,35.4,121.02,339.023,4,0,4
542,Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,489945871,80.30000000000001,59.7,11,-6.035,0,14.099999999999998,0.0619,0.00045,32.300000000000004,33.1,136.008,257.605,4,1,3
543,Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,1223481149,72.8,78.3,11,-4.424,0,26.6,23.7,0.0,43.4,55.50000000000001,77.011,173.381,4,1,2
544,Dance Monkey,Tones and I,1,2019,5,10,2864791672,82.39999999999999,58.8,6,-6.4,0,9.24,69.19999999999999,0.0104,14.9,51.3,98.027,209.438,4,0,7
545,Lucid Dreams,Juice WRLD,1,2017,6,15,2288695111,51.1,56.6,6,-7.23,0,20.0,34.9,0.0,34.0,21.8,83.903,239.836,4,0,6
546,All of Me,John Legend,1,2013,8,1,2086124197,42.2,26.4,8,-7.064,1,3.22,92.2,0.0,13.2,33.1,119.93,269.56,4,0,4
547,Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,1690192927,48.9,91.8,1,-4.502,1,5.54,0.0035299999999999,0.00764,9.08,69.1,116.731,300.89300000000003,4,0,3
548,Arcade,Duncan Laurence,1,2019,3,7,991336132,45.3,35.0,9,-11.639,0,4.25,82.69999999999999,0.122,14.4,27.9,72.017,185.147,3,0,9
549,Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,593917618,66.60000000000001,46.5,1,-8.545,1,26.0,5.029999999999999,0.0,21.5,29.2,167.937,291.175,4,1,3
550,Bar,"Tini, L-Gante",2,2021,11,11,200972675,52.3,69.1,1,-3.802,1,8.33,13.3,0.0,32.7,67.7,94.148,160.213,4,1,1
551,The Rumbling (TV Size),SiM,1,2022,1,10,71014967,40.8,87.5,8,-1.536,1,5.46,0.0016799999999999,0.0101,26.4,64.60000000000001,144.975,90.266,4,0,11
552,family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,560222750,71.1,61.1,1,-5.453,1,33.0,0.588,0.0,23.0,14.4,134.093,252.262,4,1,4
553,Mr. Brightside,The Killers,1,2003,9,23,1806617704,35.2,91.1,1,-5.23,1,7.470000000000001,0.121,0.0,9.95,23.6,148.033,222.973,4,0,3
554,Blessed-Cursed,ENHYPEN,1,2022,1,10,77337771,60.4,88.6,4,-3.523,0,6.1,9.25,0.0,59.6,40.1,127.098,170.805,4,0,11
555,AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,528544703,74.3,65.5,6,-5.015,0,15.9,11.4,0.0,7.64,78.5,172.031,261.335,4,1,6
556,Streets,Doja Cat,1,2019,11,7,865640097,74.9,46.3,11,-8.433,1,8.42,21.0,3.82,33.800000000000004,18.9,90.035,226.987,4,0,1
557,Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,2159346687,57.7,38.5,7,-6.362,1,3.0,37.1,0.0,23.1,33.1,95.82,215.733,4,1,3
558,Polaroid Love,ENHYPEN,1,2022,1,10,211372494,73.8,67.0,7,-3.766,0,4.390000000000001,45.8,0.0,36.1,65.10000000000001,138.055,184.602,4,0,11
559,Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,651732901,72.1,73.8,7,-4.77,1,4.03,0.2259999999999999,0.000441,11.8,63.7,119.976,154.983,4,1,8
560,Permission to Dance,BTS,1,2021,7,9,608334048,70.19999999999999,74.1,9,-5.33,1,4.2700000000000005,0.544,0.0,33.7,64.60000000000001,124.925,187.585,4,0,5
561,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,863756573,82.39999999999999,86.2,2,-3.424,1,12.6,0.76,0.0132,30.3,80.10000000000001,122.98,169.153,4,1,11
562,RAPSTAR,Polo G,1,2021,4,9,797402345,78.9,53.6,6,-6.862,1,24.2,41.0,0.0,12.9,43.7,81.039,165.92600000000002,4,0,8
