,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,streams,danceability,energy,key_y,loudness,mode_y,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature,collaboration,months_before_christmas
563,'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,1695712020,54.8,84.7,1,-3.237,1,18.6,6.22,0.0,8.16,10.0,171.447,297.78700000000003,4,1,7
564,Memories,Maroon 5,1,2019,9,20,1759567999,77.5,32.7,11,-7.241,1,5.57,84.1,0.0,8.21,59.5,91.05,189.486,4,0,3
565,25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,54937991,90.3,53.7,5,-6.854,0,28.3,16.0,0.0,12.9,73.7,115.013,120.0,4,1,11
566,MAMIII,"Karol G, Becky G",2,2022,2,10,716591492,83.6,70.3,4,-3.554,0,6.569999999999999,8.450000000000001,0.0,13.8,90.2,94.048,226.093,4,1,10
567,Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,1210599487,81.6,77.5,11,-3.323,1,23.4,16.0,0.031,5.43,52.7,93.431,270.587,4,1,11
568,Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,246376690,51.2,76.0,2,-5.889,0,6.819999999999999,29.9,0.0,10.3,49.5,130.096,210.928,4,0,10
569,Boyfriend,Dove Cameron,1,2022,2,11,496311364,34.5,61.2,7,-6.543,0,6.08,23.200000000000003,0.0,19.4,23.200000000000003,179.773,153.0,3,0,10
570,The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,2022,2,11,146789379,52.8,30.9,0,-7.398,1,3.29,92.4,0.0002099999999999,28.2,30.7,133.83,185.422,4,1,10
571,The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,843309044,92.2,90.9,10,-2.429,0,27.0,2.81,0.0,8.559999999999999,30.9,95.295,161.507,4,1,11
572,Light Switch,Charlie Puth,1,2022,1,19,500340342,68.89999999999999,62.7,6,-5.692,1,30.8,10.5,0.0321,9.05,90.5,184.008,187.704,4,0,11
573,City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,107255472,47.4,80.10000000000001,8,-5.978,0,37.5,10.2,0.0,32.2,49.7,147.356,256.0,4,1,10
574,Brividi,"Mahmood, Blanco",2,2022,2,2,135079152,52.3,61.4,7,-4.435,1,3.47,44.8,0.0,25.4,34.2,122.962,199.146,4,1,10
575,Lost,Frank Ocean,1,2012,1,1,822239726,91.3,60.3,8,-4.892,1,22.6,2.72,0.0503,16.7,49.7,123.061,234.093,4,0,11
576,In Da Club,50 Cent,1,2002,1,1,1202722675,90.4,72.0,6,-2.776,0,34.8,25.9,0.0,7.489999999999999,80.5,90.062,193.467,4,0,11
577,she's all i wanna be,Tate McRae,1,2022,2,4,343197054,60.2,62.6,2,-5.323,0,3.96,1.29,0.000902,14.4,61.9,160.118,207.12,4,0,10
578,Ginseng Strip 2002,Yung Lean,1,2013,8,16,240769997,60.1,71.2,1,-9.433,1,4.36,8.48,0.0,46.1,38.9,114.97,154.0,4,0,4
579,All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,426204830,34.8,65.2,3,-7.145,1,9.31,1.65,0.0264,33.0,17.2,70.956,192.987,4,1,4
580,Notion,The Rare Occasions,1,2016,8,5,421135627,30.9,88.3,9,-3.825,1,8.08,6.73,0.111,8.49,31.2,159.488,195.121,4,0,4
581,Formula,Labrinth,1,2019,10,4,554875730,57.4,66.4,11,-6.068,1,4.09,4.48,5.53,14.6,22.6,144.654,91.87,4,0,2
582,Mount Everest,Labrinth,1,2019,6,21,467727006,49.4,42.8,0,-7.239,0,20.5,23.6,6.98,8.16,44.0,87.724,157.497,4,0,6
583,Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,327498031,83.7,71.7,5,-7.749,0,8.219999999999999,8.42,0.0,14.9,49.4,94.984,176.233,4,1,5
584,Cigarettes,Juice WRLD,1,2021,12,10,185408548,58.7,61.4,2,-6.344,1,4.35,3.06,0.0,39.900000000000006,45.1,160.075,227.527,4,0,0
585,Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,675039469,92.4,74.0,8,-1.299,1,7.739999999999999,8.27,0.0,16.3,62.1,133.974,222.293,4,1,11
586,Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,252871192,30.8,86.1,11,-4.112,0,17.2,1.2,0.103,27.700000000000003,3.86,171.966,158.774,4,1,1
587,Mujeriego,Ryan Castro,1,2021,12,17,231996128,75.8,62.1,9,-8.033,1,12.5,6.279999999999999,0.0,8.09,92.0,79.949,142.5,4,0,0
588,HUMBLE.,Kendrick Lamar,1,2017,3,30,1929770265,90.8,62.1,1,-6.638,0,10.2,0.0282,0.00539,9.58,42.1,150.011,177.0,4,0,9
589,Stan,"Eminem, Dido",2,1999,11,21,918915401,78.0,76.8,6,-4.325,0,23.8,3.71,0.000234,51.8,50.7,80.063,404.107,4,1,1
590,Swim,Chase Atlantic,1,2017,10,4,498960285,66.60000000000001,54.2,8,-6.429,1,3.92,27.0,0.0,7.649999999999999,7.71,120.134,228.787,4,0,2
591,A Tu Merced,Bad Bunny,1,2020,2,29,685071800,86.0,79.10000000000001,0,-4.784,1,5.680000000000001,16.900000000000002,0.0106,10.6,88.7,92.023,175.918,4,0,10
592,Numb Little Bug,Em Beihold,1,2022,1,28,258714692,74.2,52.7,8,-6.892,0,7.689999999999999,32.7,0.0,25.0,63.8,84.974,169.238,4,0,11
593,212,"Mainstreet, Chefin",2,2022,1,15,143139338,78.9,51.9,2,-4.84,0,6.97,65.9,0.0,8.5,85.7,154.037,150.61,4,1,11
594,Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,64714573,89.3,69.89999999999999,11,-8.059,1,5.17,5.76,0.0003019999999999,12.8,74.7,139.972,136.761,4,1,10
595,Worst Day,Future,1,2022,2,11,50746620,89.4,48.3,1,-7.154,1,25.9,1.46,0.0,9.72,49.8,88.508,187.36,4,0,10
596,Alien Blues,Vundabar,1,2015,7,24,370068639,46.7,75.7,3,-5.093,1,3.3000000000000003,8.07,90.8,8.76,43.3,82.282,155.933,4,0,5
597,Thinking Out Loud,Ed Sheeran,1,2014,1,1,2280566092,78.10000000000001,44.5,2,-6.061,1,2.95,47.4,0.0,18.4,59.1,78.998,281.56,4,0,11
598,Still Don't Know My Name,Labrinth,1,2019,10,4,563902868,31.6,63.0,5,-5.963,1,11.7,47.1,26.200000000000003,20.5,31.3,89.643,153.294,1,0,2
599,Christmas Tree,V,1,2021,12,24,317622165,43.7,38.4,5,-8.384,1,4.2,69.89999999999999,0.00233,12.1,18.1,139.009,209.947,4,0,0
600,When I R.I.P.,Labrinth,1,2019,10,4,203680270,41.7,55.1,8,-6.456,0,17.4,73.0,0.166,9.07,44.4,87.614,174.568,4,0,2
601,Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,81350745,84.2,50.5,1,-8.627,0,40.2,47.2,0.0322,11.7,53.8,119.993,207.065,4,1,10
602,Forever,Labrinth,1,2019,10,4,282883169,56.3,45.9,4,-7.781,0,2.92,92.0,72.39999999999999,11.0,19.7,79.983,202.536,4,0,2
603,Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,4,64787943,91.9,86.9,1,-4.441,1,23.200000000000003,10.3,0.0012,16.6,65.5,117.03,210.027,4,1,10
604,NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,461437791,62.1,73.0,5,-5.414,0,10.7,9.67,0.0131,67.30000000000001,46.400000000000006,139.566,195.32,4,1,7
605,Adore You,Harry Styles,1,2019,12,6,1439191367,67.60000000000001,77.10000000000001,8,-3.675,1,4.83,2.37,0.0007,10.2,56.89999999999999,99.048,207.133,4,0,0
606,La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,759208783,74.4,86.8,1,-4.524,1,4.7,3.26,0.0,8.219999999999999,58.6,93.037,206.42,4,1,10
607,Something In The Way - Remastered 2021,Nirvana,1,1991,9,24,368646862,42.6,22.5,8,-12.422,1,2.91,82.3,36.7,11.0,6.43,104.506,232.204,4,0,3
608,Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,299634472,81.39999999999999,62.6,7,-7.187,1,21.4,17.299999999999997,0.0,10.1,68.60000000000001,123.972,201.334,4,1,9
609,Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,756907987,75.6,69.69999999999999,8,-6.377,1,4.01,18.2,0.0,33.300000000000004,95.6,94.996,206.071,4,1,9
610,Envolver,Anitta,1,2021,11,11,546191065,81.2,73.6,4,-5.421,0,8.33,15.2,0.254,9.14,39.6,91.993,193.806,4,0,1
611,Starlight,Dave,1,2022,3,3,229473310,95.4,36.7,4,-9.551,0,28.8,34.1,0.000548,9.79,37.2,124.026,211.935,4,0,9
612,Hati-Hati di Jalan,Tulus,1,2022,3,3,202677468,64.3,43.6,6,-11.322,1,3.5700000000000003,70.19999999999999,8.89,11.5,75.5,71.969,242.0,4,0,9
613,Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2004,5,4,527033089,80.80000000000001,69.69999999999999,10,-5.899,1,24.1,4.1000000000000005,0.0,5.46,55.400000000000006,95.06,232.02,4,0,7
614,"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,94616487,58.6,74.0,1,-2.997,0,40.400000000000006,55.50000000000001,0.0,11.0,69.69999999999999,71.378,519.289,3,1,9
615,Jordan,Ryan Castro,1,2021,4,30,394030335,79.60000000000001,68.0,10,-5.555,0,37.0,5.75,0.0683,10.3,71.0,179.923,176.143,4,0,8
616,Nail Tech,Jack Harlow,1,2022,2,18,193443895,67.7,55.7,1,-8.409,1,6.94,0.508,0.0008359999999999,9.84,10.0,150.127,206.385,4,0,10
617,DARARI,Treasure,1,2022,2,15,182978249,71.6,63.8,0,-6.87,1,3.92,48.6,0.0,7.02,55.2,84.955,220.716,4,0,10
618,Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,319757142,59.2,43.5,7,-4.788,1,2.7,41.0,0.0,30.6,75.6,139.967,185.723,4,0,10
619,Thinking with My Dick,"Kevin Gates, Juicy J",2,2013,7,16,109091573,77.0,69.89999999999999,0,-6.59,1,19.9,5.96,0.00165,17.0,69.6,81.003,165.315,4,1,5
620,Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,153240879,79.9,65.3,2,-5.453,0,3.7,1.9,0.0,9.35,23.6,104.019,215.281,4,1,10
621,this is what falling in love feels like,JVKE,1,2021,9,3,346127840,42.2,44.0,11,-5.53,1,5.44,61.7,0.0,8.37,33.2,128.934,120.308,5,0,3
622,La Zona,Bad Bunny,1,2020,2,29,312622938,76.2,80.10000000000001,1,-3.661,0,4.09,20.0,0.00704,25.4,81.0,93.992,136.893,4,0,10
623,Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,2197010679,39.1,40.2,0,-9.961,0,5.390000000000001,28.9,0.0,24.3,22.8,143.879,354.32,4,0,2
624,Hope,XXXTENTACION,1,2018,3,16,1200808494,59.2,45.7,9,-6.081,0,6.03,66.10000000000001,0.0331,14.6,22.5,146.04,110.886,4,0,9
625,Levitating,Dua Lipa,1,2020,3,27,797196073,70.19999999999999,82.5,6,-3.787,0,6.01,0.8829999999999999,0.0,6.74,91.5,102.977,203.064,4,0,9
626,Wake Me Up - Radio Edit,Avicii,1,2013,1,1,1970673297,52.400000000000006,80.7,2,-4.16,1,5.79,0.415,0.0834,21.2,62.0,124.127,246.813,4,0,11
627,"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,665765558,69.5,57.49999999999999,10,-6.334,0,11.6,19.8,0.0,6.140000000000001,69.89999999999999,163.929,173.16,4,0,7
628,Demasiadas Mujeres,C. Tangana,1,2020,10,8,339473453,65.8,45.3,9,-7.378,0,39.0,13.1,0.02,8.48,35.8,126.043,153.96,4,0,2
629,Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,2204080728,61.7,63.5,11,-6.769,0,3.17,4.98,0.0014399999999999,16.400000000000002,44.6,103.019,247.16,4,1,10
630,Closer,"The Chainsmokers, Halsey",2,2016,5,31,2591224264,74.8,52.400000000000006,8,-5.599,1,3.38,41.4,0.0,11.1,66.10000000000001,95.01,244.96,4,1,7
631,O.O,NMIXX,1,2022,2,22,135444283,38.9,77.0,11,-3.92,0,29.7,3.68,0.000379,5.98,29.5,200.263,172.936,4,0,10
632,Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,1457139296,86.4,49.5,0,-7.036,1,3.7,59.1,0.0133,9.92,72.0,129.062,244.973,4,1,11
633,Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,236872197,68.0,42.8,6,-8.107,0,13.5,37.6,0.0344,35.5,33.4,98.222,269.333,4,1,6
634,First Class,Jack Harlow,1,2022,4,8,694525298,90.2,58.2,5,-5.902,0,10.9,11.1,0.000318,11.1,33.2,107.005,173.948,4,0,8
635,Plan A,Paulo Londra,1,2022,3,23,240661097,58.6,84.89999999999999,0,-4.923,1,4.45,6.21,0.0,8.09,53.400000000000006,173.938,178.20000000000002,4,0,9
636,Fuera del mercado,Danny Ocean,1,2022,2,17,421365166,45.3,67.30000000000001,8,-5.649,1,14.4,32.0,0.0,13.1,26.6,92.06,159.849,4,0,10
637,When You're Gone,Shawn Mendes,1,2022,3,31,255120451,60.3,69.1,5,-5.805,1,3.72,2.48,0.0,58.3,57.7,147.148,172.267,4,0,9
638,In My Head,Lil Tjay,1,2022,4,1,190981339,68.4,54.50000000000001,1,-6.885,1,12.1,15.9,0.0,10.2,40.7,143.049,135.264,4,0,8
639,Wait a Minute!,Willow,1,2015,1,11,924193303,76.4,70.5,3,-5.279,0,2.78,3.71,0.00194,9.43,67.2,101.003,196.52,4,0,11
640,LOVE DIVE,IVE,1,2022,4,5,305771063,70.3,70.89999999999999,1,-4.169,0,4.33,0.379,0.00543,33.300000000000004,53.8,117.941,177.187,4,0,8
641,Pantysito,"Feid, Alejo, Robi",3,2022,3,18,273005485,83.0,73.9,7,-5.395,0,6.2700000000000005,13.6,0.000211,16.2,63.1,97.993,240.413,4,1,9
642,Chance,Paulo Londra,1,2022,4,6,89566512,72.1,46.3,1,-9.483,0,6.460000000000001,24.1,0.0,9.29,21.6,137.915,204.003,3,0,8
643,Cool for the Summer,Demi Lovato,1,2015,1,1,677389855,58.3,61.0,5,-5.639,0,3.82,0.425,0.0105,14.000000000000002,33.6,114.06,214.74,4,0,11
644,psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,75476209,62.9,64.0,7,-7.638,0,7.52,34.2,0.00117,9.28,44.8,179.989,201.495,4,1,8
645,Angel Baby,Troye Sivan,1,2021,9,9,408843328,55.900000000000006,55.900000000000006,11,-6.425,1,3.58,1.4500000000000002,0.0,13.8,33.800000000000004,72.498,220.78,4,0,3
646,Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,178512385,78.9,83.7,10,-3.247,1,23.0,12.5,0.0,20.9,47.6,81.536,200.337,4,1,9
647,Right On,Lil Baby,1,2022,4,8,101780047,53.5,61.8,2,-5.668,1,38.2,2.45,0.0,10.3,21.1,165.991,213.976,4,0,8
648,That's Hilarious,Charlie Puth,1,2022,4,8,146363130,71.3,44.2,6,-5.909,1,6.04,73.9,0.0,11.2,54.6,108.038,144.934,4,0,8
649,Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,126443991,70.8,44.9,4,-4.369,0,2.86,45.1,0.0,11.1,63.0,84.396,214.0,1,0,9
650,Falling,Harry Styles,1,2019,12,13,1023187129,56.7,26.700000000000003,4,-6.502,1,2.99,83.89999999999999,0.000146,8.9,5.92,110.011,240.133,4,0,0
651,Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,106933107,88.9,64.1,7,-4.494,1,6.68,5.15,0.00275,19.0,58.8,87.99,159.387,4,1,1
652,Fim de Semana no Rio,teto,1,2022,3,30,139193812,86.7,49.4,1,-6.514,0,8.4,11.8,0.0,10.1,29.0,118.868,165.882,4,0,9
653,MANIAC,Stray Kids,1,2022,3,18,212234990,58.1,80.0,1,-2.613,1,41.1,15.4,0.0,6.97,70.89999999999999,119.872,182.758,5,0,9
654,There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,1714490998,86.6,81.10000000000001,11,-4.063,0,5.53,37.5,0.0,7.8,96.9,121.995,199.44,4,0,3
655,IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,197643795,78.2,72.8,5,-5.93,1,7.68,42.7,0.0,25.0,87.6,97.975,140.667,4,1,9
656,Golden,Harry Styles,1,2019,12,13,807015863,44.8,83.8,4,-5.257,0,5.57,21.0,0.0131,13.1,25.4,139.863,208.907,4,0,0
657,Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,933815613,79.4,81.10000000000001,6,-8.966,0,3.8,4.26,0.000107,10.1,86.2,116.047,248.413,4,1,11
658,Ain't Shit,Doja Cat,1,2021,6,25,499710590,85.5,48.8,3,-4.601,1,20.8,50.6,0.0,34.7,61.9,124.097,174.253,4,0,6
659,Still Life,BIGBANG,1,2022,4,5,53909146,68.0,58.4,8,-4.457,1,3.4000000000000004,44.3,0.0,6.279999999999999,23.9,118.06,188.369,4,0,8
660,Photograph,Ed Sheeran,1,2014,6,20,2236667932,61.4,37.9,4,-10.48,1,4.760000000000001,60.7,0.0464,9.86,20.1,107.989,258.987,4,0,6
661,Love Yourself,Justin Bieber,1,2015,11,9,2123309722,60.9,37.8,4,-9.828,1,43.8,83.5,0.0,28.000000000000004,51.5,100.43,233.72,4,0,1
662,N95,Kendrick Lamar,1,2022,5,13,301242089,79.0,67.0,1,-5.527,1,10.5,37.7,0.0002319999999999,11.9,40.8,139.956,195.95,4,0,7
663,About Damn Time,Lizzo,1,2022,4,14,723894473,83.6,74.3,10,-6.305,0,6.529999999999999,9.74,0.0,33.5,72.3,108.965,191.938,4,0,8
664,Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,237351106,77.5,73.6,1,-8.072,0,24.7,31.9,0.116,12.7,36.2,100.988,239.027,4,1,7
665,Un Ratito,Bad Bunny,1,2022,5,6,417230415,78.7,54.6,0,-7.094,0,5.319999999999999,30.5,0.00455,12.2,22.2,93.05,176.936,4,0,7
666,United In Grief,Kendrick Lamar,1,2022,5,13,156898322,52.900000000000006,84.5,8,-8.142,1,40.400000000000006,24.4,0.0,14.3,33.1,85.63,255.378,3,0,7
667,Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,127309180,51.4,77.9,10,-4.365,0,34.4,18.1,0.0,9.9,51.7,152.869,222.497,4,1,7
668,Yo No Soy Celoso,Bad Bunny,1,2022,5,6,313113297,87.2,58.8,0,-6.276,1,4.92,27.500000000000004,0.0,17.0,93.0,142.004,230.704,4,0,7
669,Rich Spirit,Kendrick Lamar,1,2022,5,13,173702135,85.2,42.1,10,-9.153,0,20.8,42.8,0.000228,10.6,45.7,95.977,202.285,4,0,7
670,Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,271666301,66.9,77.3,0,-5.619,1,15.3,3.8,0.0,11.3,37.7,93.923,185.857,4,1,7
671,Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,305650299,71.39999999999999,64.5,10,-5.493,1,5.140000000000001,22.9,0.083,9.42,43.4,85.046,180.93,4,0,7
672,Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,123216717,90.7,57.7,1,-6.737,0,7.670000000000001,43.8,0.00319,13.7,80.10000000000001,140.07,220.779,4,1,7
673,La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,479655659,66.3,78.60000000000001,11,-3.51,0,19.5,22.9,0.0,21.9,57.9,196.12,198.367,4,1,7
674,Count Me Out,Kendrick Lamar,1,2022,5,13,126191104,77.60000000000001,43.1,4,-7.544,0,9.1,67.10000000000001,0.0,15.3,49.5,133.999,283.642,4,0,7
675,Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,344055883,79.7,61.6,1,-10.229,0,37.5,76.2,0.0293,9.79,45.1,103.071,339.612,4,1,7
676,Dos Mil 16,Bad Bunny,1,2022,5,6,338422004,81.69999999999999,67.0,1,-6.534,1,5.06,12.3,0.0001919999999999,12.8,49.5,130.058,208.615,3,0,7
677,We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,68895644,64.8,68.0,11,-7.276,1,34.5,29.2,0.0,8.08,50.4,106.89,341.307,3,1,7
678,Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,86176890,60.5,69.19999999999999,8,-7.45,1,44.6,49.5,0.0,30.3,68.5,124.84,224.466,5,1,7
679,Un Coco,Bad Bunny,1,2022,5,6,403231558,83.89999999999999,69.0,11,-4.464,1,6.15,20.7,0.000833,17.599999999999998,74.4,151.991,196.413,4,0,7
680,Worldwide Steppers,Kendrick Lamar,1,2022,5,13,61739839,51.4,47.2,8,-11.106,0,36.8,75.3,0.012,7.46,55.7,77.215,203.367,3,0,7
681,Aguacero,Bad Bunny,1,2022,5,6,283359161,86.1,64.5,6,-6.96,0,7.430000000000001,42.3,0.0591999999999999,34.9,66.8,121.391,210.989,5,0,7
682,Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,76831876,56.7,82.39999999999999,3,-6.973,0,29.6,16.7,0.000265,14.9,73.7,138.202,329.295,4,1,7
683,Un Verano Sin Ti,Bad Bunny,1,2022,5,6,283332261,83.89999999999999,69.0,11,-4.464,1,6.15,20.7,0.000833,17.599999999999998,74.4,151.991,196.413,4,0,7
684,ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,307752576,90.9,82.39999999999999,1,-4.627,1,7.969999999999999,7.77,0.387,6.38,58.5,109.97,322.347,4,1,10
685,Callaita,"Bad Bunny, Tainy",2,2019,5,31,1304313953,60.8,62.6,2,-4.773,1,30.1,59.7,0.000216,25.0,24.6,176.086,250.534,4,1,7
686,Dua Lipa,Jack Harlow,1,2022,5,6,150500965,83.3,65.2,11,-6.942,1,7.62,0.161,9.85,10.6,40.5,158.022,135.053,4,0,7
687,Agosto,Bad Bunny,1,2022,5,6,246127838,84.89999999999999,58.4,1,-8.195,0,11.5,9.29,0.000618,49.2,72.39999999999999,115.018,139.041,4,0,7
688,House Of Memories,Panic! At The Disco,1,2016,1,15,582863434,50.6,81.69999999999999,11,-5.051,0,3.35,0.272,0.0,4.859999999999999,50.6,109.952,208.707,4,0,11
689,Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,58687425,72.7,53.0,9,-8.616,1,31.2,28.3,0.00276,39.2,25.8,174.025,210.841,3,1,7
690,That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,212109195,90.3,96.2,4,-3.203,1,8.52,3.02,0.0,2.73,90.6,129.968,174.647,4,1,8
691,In The Stars,Benson Boone,1,2022,4,29,382199619,36.2,54.0,10,-6.031,1,5.28,33.800000000000004,0.0,13.900000000000002,30.0,78.007,216.41,3,0,8
692,Rich - Interlude,Kendrick Lamar,1,2022,5,13,41210087,48.1,40.6,7,-11.52,1,7.75,86.4,0.0315,8.690000000000001,74.1,91.589,103.319,4,0,7
693,Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,53729194,83.2,81.69999999999999,2,-5.182,1,4.22,14.499999999999998,0.169,11.5,32.4,104.985,179.546,4,0,9
694,Thousand Miles,The Kid Laroi,1,2022,4,22,244741137,37.6,65.7,7,-4.658,1,7.68,8.58,0.0,8.84,20.3,80.565,164.782,4,0,8
695,Crown,Kendrick Lamar,1,2022,5,13,42485571,35.5,24.5,1,-13.475,0,3.58,80.10000000000001,0.00911,11.2,16.2,173.329,264.299,4,0,7
696,Auntie Diaries,Kendrick Lamar,1,2022,5,13,37778188,52.0,37.5,0,-13.409,1,35.8,74.5,1.22,42.9,58.9,127.544,281.07,5,0,7
697,PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,254218729,88.3,65.7,8,-5.748,1,30.5,6.03,0.0,12.8,28.4,124.992,172.933,4,0,8
698,Mirror,Kendrick Lamar,1,2022,5,13,53603447,65.2,67.0,2,-8.766,1,6.39,22.5,0.0014,8.04,27.4,91.933,256.008,4,0,7
699,Beautiful Girl,Luciano,1,2022,4,22,160035717,84.6,41.9,11,-8.619,0,10.4,29.9,0.0999,9.67,58.6,139.877,178.453,4,0,8
700,"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,164163229,52.7,91.0,0,-2.659,1,12.2,25.0,0.0,8.57,32.9,95.943,258.54200000000003,4,1,8
701,Savior - Interlude,Kendrick Lamar,1,2022,5,13,37091576,61.8,43.0,5,-9.38,0,21.6,80.7,0.0,18.9,82.6,117.125,152.986,4,0,7
702,Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,284249832,71.39999999999999,59.6,11,-6.206,0,4.3,6.569999999999999,0.0,6.25,66.9,91.991,224.147,4,1,10
703,Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,33381454,49.2,36.9,8,-14.861,0,32.9,87.0,0.00285,11.0,49.1,140.012,406.528,4,1,7
704,Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,300983101,76.3,78.2,7,-4.541,0,3.46,18.2,0.000708,29.3,50.2,127.034,177.689,4,1,11
705,I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,121077868,67.0,63.8,11,-5.478,1,31.7,64.60000000000001,0.0,11.2,47.1,98.381,280.584,4,1,7
706,Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,106919680,81.0,65.5,8,-6.779,0,6.98,12.7,0.00816,10.5,80.9,150.002,193.322,4,1,8
707,ZOOM,Jessi,1,2022,4,13,136996305,87.4,60.0,6,-6.064,1,15.8,0.942,0.0,12.6,45.7,100.012,174.84,4,0,8
708,SloMo,Chanel,1,2021,12,24,65719930,72.8,81.39999999999999,1,-3.29,0,5.71,12.5,0.4479999999999999,9.27,59.4,104.962,176.286,4,0,0
709,FEARLESS,LE SSERAFIM,1,2022,5,2,229497852,85.6,61.5,7,-7.226,1,13.3,6.02,0.18,11.8,48.0,103.948,168.437,4,0,7
710,10 Things I Hate About You,Leah Kate,1,2022,3,23,185550869,54.400000000000006,78.60000000000001,8,-2.97,1,5.01,0.991,0.0,16.900000000000002,44.6,153.967,157.138,4,0,9
711,SPACE MAN,Sam Ryder,1,2022,2,22,54682594,46.7,82.8,11,-2.22,1,4.89,18.1,0.0,10.2,33.4,79.978,217.32,4,0,10
712,With you,"HA SUNG WOON, Jimin",2,2022,4,24,240580042,53.2,42.6,3,-6.117,1,2.88,63.9,0.0,13.4,13.7,149.898,201.905,3,1,8
713,Iris,The Goo Goo Dolls,1,1998,3,31,1284942608,31.5,71.5,11,-8.072,0,3.62,0.125,0.000797,9.42,49.7,155.925,289.533,3,0,9
714,The Heart Part 5,Kendrick Lamar,1,2022,5,8,71423324,70.0,81.2,1,-8.128,0,29.7,18.3,0.0,7.56,80.10000000000001,97.405,332.229,4,0,7
715,San Lucas,Kevin Kaarl,1,2019,11,7,244891912,57.7,36.3,7,-12.378,1,2.63,86.0,0.0282,8.68,26.5,91.511,247.197,4,0,1
716,Good Looking,Suki Waterhouse,1,2017,10,20,184706613,36.5,55.400000000000006,4,-9.076,1,3.0,7.9,0.0358,12.5,25.9,150.11,214.8,3,0,2
717,Flowers,Lauren Spencer Smith,1,2021,8,9,184826429,68.4,44.9,3,-9.738,1,61.1,86.9,0.0,8.99,34.1,66.165,157.863,4,0,4
