track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key_x,mode_x,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,spotify_id,danceability,energy,key_y,loudness,mode_y,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Demons,Imagine Dragons,1,2012,1,1,26694,13,1840364617,65,82,"3,425",4,13,180,D#,Major,33,38,71,20,0,28,5,3LlAyCYU26dvFZBDUIMb7a,0.5,0.71,3,-3.015,1,0.0339,0.19,0.00025,0.329,0.419,89.929,audio_features,3LlAyCYU26dvFZBDUIMb7a,spotify:track:3LlAyCYU26dvFZBDUIMb7a,https://api.spotify.com/v1/tracks/3LlAyCYU26dvFZBDUIMb7a,https://api.spotify.com/v1/audio-analysis/3LlAyCYU26dvFZBDUIMb7a,175200,4
Reminder,The Weeknd,1,2016,11,25,6518,17,684675814,45,85,238,1,47,160,G#,Major,71,40,50,16,0,16,22,37F0uwRSrdzkBiuj0D5UHI,0.705,0.505,8,-6.923,1,0.193,0.142,0.0,0.164,0.388,160.053,audio_features,37F0uwRSrdzkBiuj0D5UHI,spotify:track:37F0uwRSrdzkBiuj0D5UHI,https://api.spotify.com/v1/tracks/37F0uwRSrdzkBiuj0D5UHI,https://api.spotify.com/v1/audio-analysis/37F0uwRSrdzkBiuj0D5UHI,218880,4
Shake It Off,Taylor Swift,1,2014,1,1,21335,13,1113838873,328,70,"1,378",9,20,160,G,Major,65,95,80,5,0,41,16,5xTtaWoae3wi06K5WfVUUH,0.647,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.015,audio_features,5xTtaWoae3wi06K5WfVUUH,spotify:track:5xTtaWoae3wi06K5WfVUUH,https://api.spotify.com/v1/tracks/5xTtaWoae3wi06K5WfVUUH,https://api.spotify.com/v1/audio-analysis/5xTtaWoae3wi06K5WfVUUH,219200,4
Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,23389,29,1267333350,54,70,"1,089",2,1,92,D,Major,70,81,63,4,0,8,4,086myS9r57YsLbJpU0TgK9,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,audio_features,086myS9r57YsLbJpU0TgK9,spotify:track:086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/tracks/086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/audio-analysis/086myS9r57YsLbJpU0TgK9,161124,4
SNAP,Rosa Linn,1,2022,3,19,3202,18,726307468,148,80,226,24,0,170,,Major,56,53,64,11,0,45,6,5hx7w26Zi3zafMgvMTUqF6,0.565,0.636,0,-8.198,1,0.0622,0.107,9.9e-06,0.447,0.526,170.027,audio_features,5hx7w26Zi3zafMgvMTUqF6,spotify:track:5hx7w26Zi3zafMgvMTUqF6,https://api.spotify.com/v1/tracks/5hx7w26Zi3zafMgvMTUqF6,https://api.spotify.com/v1/audio-analysis/5hx7w26Zi3zafMgvMTUqF6,179551,4
SNAP,Rosa Linn,1,2022,3,19,3202,18,726307468,148,80,226,24,0,170,,Major,56,53,64,11,0,45,6,5hx7w26Zi3zafMgvMTUqF6,0.565,0.636,0,-8.198,1,0.0622,0.107,9.9e-06,0.447,0.526,170.027,audio_features,5hx7w26Zi3zafMgvMTUqF6,spotify:track:5hx7w26Zi3zafMgvMTUqF6,https://api.spotify.com/v1/tracks/5hx7w26Zi3zafMgvMTUqF6,https://api.spotify.com/v1/audio-analysis/5hx7w26Zi3zafMgvMTUqF6,179551,4
Shape of You,Ed Sheeran,1,2017,1,6,32181,10,3562543890,33,0,"6,808",7,0,96,C#,Minor,83,93,65,58,0,9,8,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,audio_features,7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,233713,4
Night Changes,One Direction,1,2014,11,17,7124,18,1131090940,60,20,2,0,,120,G#,Major,67,40,52,86,0,12,4,5O2P9iiztwhomNh8xkR9lJ,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,audio_features,5O2P9iiztwhomNh8xkR9lJ,spotify:track:5O2P9iiztwhomNh8xkR9lJ,https://api.spotify.com/v1/tracks/5O2P9iiztwhomNh8xkR9lJ,https://api.spotify.com/v1/audio-analysis/5O2P9iiztwhomNh8xkR9lJ,226600,4
Fin de Semana,"Oscar Maydon, Junior H",2,2023,1,13,592,14,307370144,11,84,6,1,30,98,,Major,70,37,54,6,0,9,8,6TBzRwnX2oYd8aOrOuyK1p,0.699,0.541,0,-4.943,1,0.0826,0.0628,0.0,0.0916,0.365,98.395,audio_features,6TBzRwnX2oYd8aOrOuyK1p,spotify:track:6TBzRwnX2oYd8aOrOuyK1p,https://api.spotify.com/v1/tracks/6TBzRwnX2oYd8aOrOuyK1p,https://api.spotify.com/v1/audio-analysis/6TBzRwnX2oYd8aOrOuyK1p,224921,4
Creep,Radiohead,1,1992,9,21,36724,7,1271293243,146,72,"6,807",5,80,92,G,Major,53,12,34,1,0,12,4,70LcF31zb1H0PyJoS1Sx1r,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,audio_features,70LcF31zb1H0PyJoS1Sx1r,spotify:track:70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/audio-analysis/70LcF31zb1H0PyJoS1Sx1r,238640,4
Car's Outside,James Arthur,1,2019,10,18,794,10,265882712,38,25,61,0,263,150,A,Major,34,24,56,4,0,11,3,0otRX6Z89qKkHkQ9OqJpKt,0.338,0.562,9,-7.181,1,0.029,0.039,0.0,0.107,0.259,149.907,audio_features,0otRX6Z89qKkHkQ9OqJpKt,spotify:track:0otRX6Z89qKkHkQ9OqJpKt,https://api.spotify.com/v1/tracks/0otRX6Z89qKkHkQ9OqJpKt,https://api.spotify.com/v1/audio-analysis/0otRX6Z89qKkHkQ9OqJpKt,248373,4
Apocalypse,Cigarettes After Sex,1,2017,3,21,13091,17,841749534,61,96,790,2,116,94,F,Major,37,17,47,2,46,11,3,0yc6Gst2xkRu0eMLeRMGCX,0.369,0.468,5,-9.013,1,0.0273,0.0205,0.566,0.109,0.18,94.434,audio_features,0yc6Gst2xkRu0eMLeRMGCX,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,https://api.spotify.com/v1/tracks/0yc6Gst2xkRu0eMLeRMGCX,https://api.spotify.com/v1/audio-analysis/0yc6Gst2xkRu0eMLeRMGCX,290617,4
Cheques,Shubh,1,2023,5,19,67,8,47956378,7,10,0,0,57,90,E,Minor,74,36,63,26,0,27,5,4eBvRhTJ2AcxCsbfTUjoRp,0.742,0.627,4,-8.939,0,0.0533,0.262,1.23e-05,0.269,0.356,89.998,audio_features,4eBvRhTJ2AcxCsbfTUjoRp,spotify:track:4eBvRhTJ2AcxCsbfTUjoRp,https://api.spotify.com/v1/tracks/4eBvRhTJ2AcxCsbfTUjoRp,https://api.spotify.com/v1/audio-analysis/4eBvRhTJ2AcxCsbfTUjoRp,183757,4
Pink + White,Frank Ocean,1,2016,8,20,21574,30,806397070,112,68,266,1,39,160,A,Major,54,54,55,67,0,42,11,3xKsf9qdS1CyvXSMEid6g8,0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,audio_features,3xKsf9qdS1CyvXSMEid6g8,spotify:track:3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8,184516,3
Circles,Post Malone,1,2019,8,30,19664,16,2132335812,391,73,633,3,37,120,,Major,70,59,75,24,0,9,4,21jGcNKet2qwijlDFuPiPb,0.695,0.763,0,-3.497,1,0.0396,0.189,0.00242,0.0863,0.551,120.042,audio_features,21jGcNKet2qwijlDFuPiPb,spotify:track:21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/audio-analysis/21jGcNKet2qwijlDFuPiPb,215280,4
Just The Way You Are,Bruno Mars,1,2010,1,1,21106,13,1641426668,82,0,"2,946",0,0,109,F,Major,63,46,85,1,0,9,5,7BqBn9nzAq8spo5e7cZ0dJ,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,audio_features,7BqBn9nzAq8spo5e7cZ0dJ,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/tracks/7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ,220734,4
Take Me To Church,Hozier,1,2013,9,13,23804,31,2135158446,187,99,"4,623",1,0,129,E,Minor,57,41,66,63,0,12,5,1CS7Sd1u5tWkstBhpssyjP,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,audio_features,1CS7Sd1u5tWkstBhpssyjP,spotify:track:1CS7Sd1u5tWkstBhpssyjP,https://api.spotify.com/v1/tracks/1CS7Sd1u5tWkstBhpssyjP,https://api.spotify.com/v1/audio-analysis/1CS7Sd1u5tWkstBhpssyjP,241693,4
Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022,12,16,849,22,367316268,27,129,21,7,111,157,G,Major,54,75,60,30,0,7,5,0IKeDy5bT9G0bA7ZixRT4A,0.529,0.602,7,-4.629,1,0.0458,0.299,0.0,0.0716,0.756,157.643,audio_features,0IKeDy5bT9G0bA7ZixRT4A,spotify:track:0IKeDy5bT9G0bA7ZixRT4A,https://api.spotify.com/v1/tracks/0IKeDy5bT9G0bA7ZixRT4A,https://api.spotify.com/v1/audio-analysis/0IKeDy5bT9G0bA7ZixRT4A,271862,4
Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,7,7,86,11,30343206,3,33,3,0,1,146,B,Minor,50,67,89,0,0,19,8,0NwGC0v03ysCYINtg6ns58,0.505,0.893,11,-3.013,0,0.0771,0.000795,0.0,0.178,0.659,145.913,audio_features,0NwGC0v03ysCYINtg6ns58,spotify:track:0NwGC0v03ysCYINtg6ns58,https://api.spotify.com/v1/tracks/0NwGC0v03ysCYINtg6ns58,https://api.spotify.com/v1/audio-analysis/0NwGC0v03ysCYINtg6ns58,220307,4
Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,1788,14,405136812,1,50,19,0,19,139,A,Minor,48,37,41,32,0,10,10,3hxIUxnT27p5WcmjGUXNwx,0.485,0.409,9,-10.711,0,0.101,0.325,0.0,0.103,0.376,138.419,audio_features,3hxIUxnT27p5WcmjGUXNwx,spotify:track:3hxIUxnT27p5WcmjGUXNwx,https://api.spotify.com/v1/tracks/3hxIUxnT27p5WcmjGUXNwx,https://api.spotify.com/v1/audio-analysis/3hxIUxnT27p5WcmjGUXNwx,164571,4
Have You Ever Seen The Rain?,Creedence Clearwater Revival,1,1968,7,1,15890,14,1145727611,71,37,653,0,167,116,,Major,74,76,70,7,0,13,3,2LawezPeJhN4AWuSB0GtAU,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,audio_features,2LawezPeJhN4AWuSB0GtAU,spotify:track:2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/tracks/2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/audio-analysis/2LawezPeJhN4AWuSB0GtAU,160133,4
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286,4,3,19,0,0,95,F#,Minor,84,52,77,12,0,7,4,7JwdbqIpiuWvGbRryKSuBz,0.841,0.783,6,-4.915,0,0.0432,0.106,2.49e-06,0.0528,0.514,94.989,audio_features,7JwdbqIpiuWvGbRryKSuBz,spotify:track:7JwdbqIpiuWvGbRryKSuBz,https://api.spotify.com/v1/tracks/7JwdbqIpiuWvGbRryKSuBz,https://api.spotify.com/v1/audio-analysis/7JwdbqIpiuWvGbRryKSuBz,190560,4
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,6,8,773,33,57312735,20,46,21,8,99,170,G#,Minor,62,55,80,15,0,37,7,0EhuGnOS6fTc5l5UNtDEH2,0.623,0.799,8,-4.152,0,0.0713,0.153,0.0,0.365,0.552,169.901,audio_features,0EhuGnOS6fTc5l5UNtDEH2,spotify:track:0EhuGnOS6fTc5l5UNtDEH2,https://api.spotify.com/v1/tracks/0EhuGnOS6fTc5l5UNtDEH2,https://api.spotify.com/v1/audio-analysis/0EhuGnOS6fTc5l5UNtDEH2,288000,4
Ditto,NewJeans,1,2022,12,19,1154,22,397582059,28,125,11,1,51,134,F#,Minor,81,18,64,3,0,10,11,3r8RuvgbX9s7ammBn07D3W,0.814,0.641,6,-5.957,0,0.111,0.027,0.0,0.0993,0.183,133.854,audio_features,3r8RuvgbX9s7ammBn07D3W,spotify:track:3r8RuvgbX9s7ammBn07D3W,https://api.spotify.com/v1/tracks/3r8RuvgbX9s7ammBn07D3W,https://api.spotify.com/v1/audio-analysis/3r8RuvgbX9s7ammBn07D3W,185507,4
Take On Me,a-ha,1,1984,10,19,44927,17,1479115056,34,0,"5,108",6,0,84,F#,Minor,57,86,90,2,0,9,5,2WfaOiMkCvy7F5fcp2zZ8L,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,audio_features,2WfaOiMkCvy7F5fcp2zZ8L,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/tracks/2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/audio-analysis/2WfaOiMkCvy7F5fcp2zZ8L,225280,4
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,551,4,86773632,13,46,20,1,10,146,B,Minor,61,20,48,21,0,12,6,39MK3d3fonIP8Mz9oHCTBB,0.591,0.5,11,-6.206,0,0.0529,0.22,0.0,0.175,0.201,145.819,audio_features,39MK3d3fonIP8Mz9oHCTBB,spotify:track:39MK3d3fonIP8Mz9oHCTBB,https://api.spotify.com/v1/tracks/39MK3d3fonIP8Mz9oHCTBB,https://api.spotify.com/v1/audio-analysis/39MK3d3fonIP8Mz9oHCTBB,231747,4
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,577,14,133753727,22,18,15,1,0,74,A#,Minor,53,24,67,11,0,10,28,1vvcEHQdaUTvWt0EIUYcFK,0.715,0.681,10,-4.25,0,0.113,0.129,0.0,0.152,0.277,84.924,audio_features,1vvcEHQdaUTvWt0EIUYcFK,spotify:track:1vvcEHQdaUTvWt0EIUYcFK,https://api.spotify.com/v1/tracks/1vvcEHQdaUTvWt0EIUYcFK,https://api.spotify.com/v1/audio-analysis/1vvcEHQdaUTvWt0EIUYcFK,175802,4
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,995,19,463564958,12,117,9,5,3,136,B,Minor,77,79,73,15,0,27,10,0FxtC8uFapbpDBliAU3sd6,0.772,0.73,11,-6.657,0,0.0972,0.152,0.000107,0.274,0.786,136.175,audio_features,0FxtC8uFapbpDBliAU3sd6,spotify:track:0FxtC8uFapbpDBliAU3sd6,https://api.spotify.com/v1/tracks/0FxtC8uFapbpDBliAU3sd6,https://api.spotify.com/v1/audio-analysis/0FxtC8uFapbpDBliAU3sd6,174943,3
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,5,15,178,6,64533040,6,71,1,0,31,100,E,Major,56,53,55,53,0,12,4,7Ky9U9iHjGBiRax3joCRDS,0.556,0.552,4,-5.875,1,0.0373,0.531,0.0,0.121,0.531,100.051,audio_features,7Ky9U9iHjGBiRax3joCRDS,spotify:track:7Ky9U9iHjGBiRax3joCRDS,https://api.spotify.com/v1/tracks/7Ky9U9iHjGBiRax3joCRDS,https://api.spotify.com/v1/audio-analysis/7Ky9U9iHjGBiRax3joCRDS,266075,4
S-Class,Stray Kids,1,2023,6,2,290,19,65496046,9,101,5,0,73,105,F,Minor,89,67,78,9,0,7,33,3gTQwwDNJ42CCLo3Sf4JDd,0.886,0.781,5,-1.837,0,0.333,0.0895,0.0,0.0715,0.672,104.996,audio_features,3gTQwwDNJ42CCLo3Sf4JDd,spotify:track:3gTQwwDNJ42CCLo3Sf4JDd,https://api.spotify.com/v1/tracks/3gTQwwDNJ42CCLo3Sf4JDd,https://api.spotify.com/v1/audio-analysis/3gTQwwDNJ42CCLo3Sf4JDd,195689,4
Hits Different,Taylor Swift,1,2023,5,26,547,0,68616963,15,15,6,0,0,106,F,Major,67,24,78,15,0,30,4,3xYJScVfxByb61dYHTwiby,0.666,0.786,5,-6.556,1,0.0439,0.134,3.34e-06,0.265,0.261,106.02,audio_features,3xYJScVfxByb61dYHTwiby,spotify:track:3xYJScVfxByb61dYHTwiby,https://api.spotify.com/v1/tracks/3xYJScVfxByb61dYHTwiby,https://api.spotify.com/v1/audio-analysis/3xYJScVfxByb61dYHTwiby,234467,4
Chanel,"Becky G, Peso Pluma",2,2023,3,30,681,10,161460990,15,92,21,2,26,132,D,Major,85,53,68,40,0,9,4,1DBXfbLYNqIlPwxjUxDxaR,0.851,0.676,2,-5.738,1,0.0366,0.395,0.00342,0.0907,0.523,132.007,audio_features,1DBXfbLYNqIlPwxjUxDxaR,spotify:track:1DBXfbLYNqIlPwxjUxDxaR,https://api.spotify.com/v1/tracks/1DBXfbLYNqIlPwxjUxDxaR,https://api.spotify.com/v1/audio-analysis/1DBXfbLYNqIlPwxjUxDxaR,201993,3
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,2023,6,2,332,5,70106975,18,41,5,0,19,120,A,Major,78,5,30,21,0,13,5,0AAMnNeIc6CdnfNU85GwCH,0.751,0.3,4,-9.404,0,0.0584,0.199,0.000341,0.127,0.0551,120.097,audio_features,0AAMnNeIc6CdnfNU85GwCH,spotify:track:0AAMnNeIc6CdnfNU85GwCH,https://api.spotify.com/v1/tracks/0AAMnNeIc6CdnfNU85GwCH,https://api.spotify.com/v1/audio-analysis/0AAMnNeIc6CdnfNU85GwCH,189467,4
Area Codes,"Kaliii, Kaliii",2,2023,3,17,1197,13,113509496,44,34,25,1,171,155,C#,Major,82,51,39,2,0,9,49,7sliFe6W30tPBPh6dvZsIH,0.823,0.388,1,-10.867,1,0.491,0.0187,0.0,0.0876,0.507,154.569,audio_features,7sliFe6W30tPBPh6dvZsIH,spotify:track:7sliFe6W30tPBPh6dvZsIH,https://api.spotify.com/v1/tracks/7sliFe6W30tPBPh6dvZsIH,https://api.spotify.com/v1/audio-analysis/7sliFe6W30tPBPh6dvZsIH,139326,4
Obsessed,"Abhijay Sharma, Riar Saab",2,2022,9,29,161,6,71007139,10,79,2,0,42,135,F,Minor,80,85,74,62,0,8,9,6Z4rRhYZVQsYKmrxD40tru,0.798,0.74,5,-4.099,0,0.0861,0.616,0.0,0.084,0.851,134.932,audio_features,6Z4rRhYZVQsYKmrxD40tru,spotify:track:6Z4rRhYZVQsYKmrxD40tru,https://api.spotify.com/v1/tracks/6Z4rRhYZVQsYKmrxD40tru,https://api.spotify.com/v1/audio-analysis/6Z4rRhYZVQsYKmrxD40tru,190444,4
FLOWER,JISOO,1,2023,3,31,839,18,232896922,20,110,20,0,69,124,A,Minor,84,64,39,3,0,11,4,69CrOS7vEHIrhC2ILyEi0s,0.843,0.389,9,-7.669,0,0.036,0.0316,6.2e-06,0.0982,0.639,123.956,audio_features,69CrOS7vEHIrhC2ILyEi0s,spotify:track:69CrOS7vEHIrhC2ILyEi0s,https://api.spotify.com/v1/tracks/69CrOS7vEHIrhC2ILyEi0s,https://api.spotify.com/v1/audio-analysis/69CrOS7vEHIrhC2ILyEi0s,173134,4
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2023,6,2,259,0,37126685,5,17,5,0,0,135,A,Minor,77,28,55,18,0,22,15,0B6g379TMw0nYGXA7y5xHz,0.775,0.555,9,-7.283,0,0.154,0.177,0.00352,0.208,0.271,135.004,audio_features,0B6g379TMw0nYGXA7y5xHz,spotify:track:0B6g379TMw0nYGXA7y5xHz,https://api.spotify.com/v1/tracks/0B6g379TMw0nYGXA7y5xHz,https://api.spotify.com/v1/audio-analysis/0B6g379TMw0nYGXA7y5xHz,245240,4
Eyes Closed,Ed Sheeran,1,2023,3,23,2915,30,195576623,116,69,107,3,675,107,D,Major,78,39,53,30,0,11,6,3p7XQpdt8Dr6oMXSvRZ9bg,0.777,0.526,2,-6.221,1,0.0645,0.302,0.0,0.105,0.389,107.071,audio_features,3p7XQpdt8Dr6oMXSvRZ9bg,spotify:track:3p7XQpdt8Dr6oMXSvRZ9bg,https://api.spotify.com/v1/tracks/3p7XQpdt8Dr6oMXSvRZ9bg,https://api.spotify.com/v1/audio-analysis/3p7XQpdt8Dr6oMXSvRZ9bg,194849,4
Escapism.,"RAYE, 070 Shake",2,2022,10,12,5129,25,532336353,116,84,114,18,348,96,D,Major,54,25,74,14,0,9,11,5mHdCZtVyb4DcJw8799hZp,0.538,0.742,2,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,96.107,audio_features,5mHdCZtVyb4DcJw8799hZp,spotify:track:5mHdCZtVyb4DcJw8799hZp,https://api.spotify.com/v1/tracks/5mHdCZtVyb4DcJw8799hZp,https://api.spotify.com/v1/audio-analysis/5mHdCZtVyb4DcJw8799hZp,272373,4
La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,3794,34,538115192,47,77,53,10,8,123,G#,Major,71,58,70,30,0,32,19,2mnXxnrX5vCGolNkaFvVeM,0.713,0.703,8,-5.769,1,0.194,0.298,0.0,0.321,0.576,123.06,audio_features,2mnXxnrX5vCGolNkaFvVeM,spotify:track:2mnXxnrX5vCGolNkaFvVeM,https://api.spotify.com/v1/tracks/2mnXxnrX5vCGolNkaFvVeM,https://api.spotify.com/v1/audio-analysis/2mnXxnrX5vCGolNkaFvVeM,255693,4
Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2023,5,26,588,0,46142772,23,21,31,0,0,90,G#,Major,62,7,62,6,0,58,6,4i6cwNY6oIUU2XZxPIw82Y,0.615,0.626,8,-6.548,1,0.0778,0.0574,0.0,0.596,0.0705,89.984,audio_features,4i6cwNY6oIUU2XZxPIw82Y,spotify:track:4i6cwNY6oIUU2XZxPIw82Y,https://api.spotify.com/v1/tracks/4i6cwNY6oIUU2XZxPIw82Y,https://api.spotify.com/v1/audio-analysis/4i6cwNY6oIUU2XZxPIw82Y,201493,4
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,12,2,2959,16,401036314,41,69,38,0,36,117,F,Minor,72,45,59,14,0,20,21,0vjeOZ3Ft5jvAi9SBFJm1j,0.709,0.583,5,-5.298,0,0.204,0.138,2.97e-06,0.195,0.533,116.624,audio_features,0vjeOZ3Ft5jvAi9SBFJm1j,spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,https://api.spotify.com/v1/tracks/0vjeOZ3Ft5jvAi9SBFJm1j,https://api.spotify.com/v1/audio-analysis/0vjeOZ3Ft5jvAi9SBFJm1j,182667,4
Las Morras,"BLESSD, Peso Pluma",2,2023,4,4,291,8,127026613,8,78,4,1,1,133,A,Minor,78,90,84,31,0,7,4,0lc2neV7ZzjZExwCIVG2B3,0.782,0.793,9,-5.177,0,0.0387,0.4,6.98e-06,0.0824,0.869,132.997,audio_features,0lc2neV7ZzjZExwCIVG2B3,spotify:track:0lc2neV7ZzjZExwCIVG2B3,https://api.spotify.com/v1/tracks/0lc2neV7ZzjZExwCIVG2B3,https://api.spotify.com/v1/audio-analysis/0lc2neV7ZzjZExwCIVG2B3,155551,3
CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,2321,36,345031710,29,65,34,5,3,96,G#,Minor,74,61,83,11,0,35,6,0CYTGMBYkwUxrj1MWDLrC5,0.743,0.831,8,-4.042,0,0.0584,0.114,6.43e-05,0.35,0.609,95.975,audio_features,0CYTGMBYkwUxrj1MWDLrC5,spotify:track:0CYTGMBYkwUxrj1MWDLrC5,https://api.spotify.com/v1/tracks/0CYTGMBYkwUxrj1MWDLrC5,https://api.spotify.com/v1/audio-analysis/0CYTGMBYkwUxrj1MWDLrC5,168133,4
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,12,1,536,10,288101651,10,72,8,3,14,149,G#,Major,66,85,60,40,0,14,13,0UbesRsX2TtiCeamOIVEkp,0.628,0.668,8,-2.722,1,0.117,0.329,0.0,0.139,0.845,148.746,audio_features,0UbesRsX2TtiCeamOIVEkp,spotify:track:0UbesRsX2TtiCeamOIVEkp,https://api.spotify.com/v1/tracks/0UbesRsX2TtiCeamOIVEkp,https://api.spotify.com/v1/audio-analysis/0UbesRsX2TtiCeamOIVEkp,136913,3
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,2023,5,26,359,2,60350538,1,0,9,0,0,110,F#,Minor,66,32,40,81,0,11,3,4zmKGsrXjLmljb5fTaBTot,0.664,0.399,6,-10.997,0,0.0349,0.797,3.13e-06,0.105,0.265,109.937,audio_features,4zmKGsrXjLmljb5fTaBTot,spotify:track:4zmKGsrXjLmljb5fTaBTot,https://api.spotify.com/v1/tracks/4zmKGsrXjLmljb5fTaBTot,https://api.spotify.com/v1/audio-analysis/4zmKGsrXjLmljb5fTaBTot,229943,4
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,2023,5,26,359,2,60350538,1,0,9,0,0,110,F#,Minor,66,32,40,81,0,11,3,4zmKGsrXjLmljb5fTaBTot,0.664,0.399,6,-10.997,0,0.0349,0.797,3.13e-06,0.105,0.265,109.937,audio_features,4zmKGsrXjLmljb5fTaBTot,spotify:track:4zmKGsrXjLmljb5fTaBTot,https://api.spotify.com/v1/tracks/4zmKGsrXjLmljb5fTaBTot,https://api.spotify.com/v1/audio-analysis/4zmKGsrXjLmljb5fTaBTot,229943,4
Players,Coi Leray,1,2022,11,30,4096,6,335074782,118,48,143,0,240,105,F#,Major,95,62,52,3,0,5,16,6UN73IYd0hZxLi8wFPMQij,0.948,0.512,6,-5.74,0,0.146,0.0269,8.57e-06,0.0504,0.599,105.004,audio_features,6UN73IYd0hZxLi8wFPMQij,spotify:track:6UN73IYd0hZxLi8wFPMQij,https://api.spotify.com/v1/tracks/6UN73IYd0hZxLi8wFPMQij,https://api.spotify.com/v1/audio-analysis/6UN73IYd0hZxLi8wFPMQij,139560,4
Bite Me,ENHYPEN,1,2023,5,22,349,69,76767396,8,96,5,0,56,105,C#,Major,80,69,78,28,0,11,14,7mpdNiaQvygj2rHoxkzMfa,0.795,0.781,1,-4.647,1,0.141,0.285,0.0,0.108,0.687,104.972,audio_features,7mpdNiaQvygj2rHoxkzMfa,spotify:track:7mpdNiaQvygj2rHoxkzMfa,https://api.spotify.com/v1/tracks/7mpdNiaQvygj2rHoxkzMfa,https://api.spotify.com/v1/audio-analysis/7mpdNiaQvygj2rHoxkzMfa,157532,4
